на	379713
по	181581
из	150630
года	146464
не	138627
году	123838
для	115629
что	113703
от	106420
как	104879
его	89566
также	81308
был	79377
за	76945
до	76570
при	72506
или	66184
он	62474
после	49895
но	49492
во	47243
были	46591
время	45949
было	45458
это	44686
была	41440
то	41422
их	38915
так	38661
же	35140
под	34592
более	33975
является	32964
россии	32721
города	31020
её	29314
только	28787
между	26741
века	26671
год	26024
однако	25944
со	25749
том	25150
который	25020
которые	24924
области	24076
где	23641
они	23462
может	22463
лет	21950
см	21776
того	21639
все	21064
этом	20894
например	19954
этого	19844
когда	19775
через	19630
город	19516
человек	19337
есть	19309
ум	19149
около	19042
которых	19008
войны	18353
стал	18232
часть	17910
ещё	17893
если	17756
других	17732
быть	16736
один	16734
территории	16546
уже	16513
она	15811
примечания	15669
них	15578
можно	15576
всех	15521
несколько	15348
которой	15295
об	15160
чтобы	15049
времени	15026
годы	14679
другие	14590
всего	14584
тем	14434
первый	14401
части	14249
против	14145
день	14126
этот	14086
среди	14018
жизни	14003
населения	13973
годах	13873
чем	13834
мира	13714
км	13401
над	13331
российской	13312
которая	13131
два	13042
им	13017
согласно	12896
мая	12888
которого	12837
числе	12836
января	12815
the	12798
без	12696
история	12685
декабря	12638
июля	12627
период	12568
название	12528
марта	12522
могут	12497
истории	12410
октября	12380
ему	12360
августа	12328
сентября	12317
июня	12316
советский	12273
страны	12254
наиболее	12248
имеет	12243
системы	12222
кроме	12054
городе	12032
образом	12000
своей	11957
качестве	11941
этой	11903
второй	11826
место	11820
апреля	11783
группы	11704
литература	11666
являются	11656
лишь	11605
себя	11576
связи	11471
ноября	11301
затем	11258
годов	11224
двух	11038
либо	11010
состав	10979
даже	10873
эти	10859
результате	10814
ссылки	10807
одной	10470
хотя	10464
человека	10439
три	10423
собой	10422
тыс	10413
работы	10313
некоторые	10282
февраля	10277
имени	10208
свою	10200
вместе	10011
начале	9855
власти	9818
стали	9776
русский	9772
своего	9660
своих	9596
часто	9594
империи	9566
очень	9518
язык	9514
республики	9479
де	9439
конце	9260
число	9227
этих	9223
бы	9202
языка	9115
род	9093
армии	9037
центр	9017
всё	9010
первой	8994
одним	8959
менее	8954
александр	8938
многие	8925
получил	8884
впервые	8840
государства	8833
раз	8804
котором	8762
российский	8744
него	8736
района	8658
млн	8653
ни	8646
перед	8607
совета	8593
таким	8588
обычно	8583
церкви	8582
стороны	8460
случае	8433
of	8423
количество	8403
поэтому	8322
земли	8315
составляет	8278
американский	8189
имя	8177
тысяч	8156
находится	8145
стала	8142
здесь	8104
университета	8086
писатель	8041
федерации	8033
реки	8013
почти	8012
будет	8005
франции	7971
тогда	7903
партии	7879
система	7861
виде	7848
смерти	7831
др	7793
языке	7792
веке	7756
роль	7739
начала	7735
германии	7719
начало	7702
которое	7694
мире	7692
поскольку	7674
районе	7629
людей	7611
частности	7607
такие	7603
культуры	7565
союза	7556
большой	7515
некоторых	7492
король	7338
имеют	7298
больше	7259
район	7244
генерал	7149
ряд	7142
именно	7131
музей	7116
течение	7109
существует	7103
свои	7103
используется	7102
развития	7074
две	7070
го	7010
первые	6931
эта	6916
организации	6910
таких	6876
санкт	6825
войска	6814
первая	6790
одного	6771
дом	6752
государственный	6748
сын	6747
новый	6710
сам	6689
население	6682
иногда	6636
украины	6634
различных	6617
мир	6614
гг	6614
настоящее	6611
война	6604
тот	6598
наук	6571
актриса	6556
степени	6546
основе	6528
большинство	6498
другой	6497
многих	6486
россия	6477
теории	6466
особенно	6452
первым	6450
значение	6440
жизнь	6430
стран	6424
числа	6417
память	6404
слова	6381
благодаря	6359
помощью	6347
стало	6340
кино	6293
основном	6277
несмотря	6275
события	6257
президент	6181
церковь	6166
образования	6161
группа	6150
век	6100
чего	6089
полностью	6073
ранее	6064
составе	6020
развитие	6016
русской	6013
улица	5989
позже	5973
права	5971
деятель	5968
театра	5966
